molecule,smiles
7D473B392C4B3217_5F7090971628F342_6041_UN,FC1=CC5=C(C(=C1)NC2=CN=C(N=C2)N3CC4CCC(C3)O4)C=NC=C5
7DD638A20BFA351B_C29D2536C541E1D0_6038_UN,COC(=O)CN(C)C1=NC=C(C=N1)OC(C2=C(C)C=CC(=N2)F)=O
7E8CC2C21ACBD4CE_943F99732D3880BF_7022_UN,C1(=CC2=C(C=C1)C=CC=C2)OCCCN3CCCC4=C3C=CC=C4
7F0C71414A4A8801_A48D1A04BAA80C47_6031_UN,CC1=CC(=C(C=C1)[N]3N=C(C(=O)OCC2(CNC2)C#N)C4=C3CCC4)F
814F34DBD1FB6672_69E0C24BA3A2811F_6038_DP,CN[S](=O)(=O)C1=C(C=C(C=C1)NC(CCC(OCCOC(CCC(O)=O)=O)=O)=O)C
828B3E1D418CB73F_6A77F15BCC58ECFB_6038_UN,N(C1=CC(=CN=C1)C2=CC=N[NH]2)C(=O)C3=NN=C(O3)C4=NC=C(C=C4)F
84B0BCFC428EBFFE_192E70414E10AEAE_6041_UN,O=[N](=O)C1=C(C=C(C(=C1)[N](=O)=O)NC2=C(C(=C(C=C2F)F)F)[N](=O)=O)F
8522C0FF167EA941_AF06957E22F80683_6041_DP,CN([C@H]1C[C@@H]2CC[C@H](C1)N2)C3=NC(=NC=C3)NC5CCC4=NC=N[N]4C5
854B69C6F3FD1FA8_7D24A0A60935DC63_6041_DP,N1CC2CCC1CN2C3=NC(=NC=C3)NC4=CC=C(C=C4)[N]5N=CC=N5
8839C34915F70EA4_02030A638CC7ED76_6039_UN,COCCOCCOCCOCCCOCCCO[S](C(F)(F)F)(=O)=O
8F8DCE9608988F3D_C78BF30F30D4FDA2_6038_UN,CC(OC(=O)CC2(CC(=O)N1CCOCC1)CCCC2)CC3CCCO3
91D5956E62649BC8_F458B1B2C7F36FF2_6041_DP,N1CC2CCC1CN2C3=NC(=CN=C3)NC4=C(N=CC=C4)[N]5C=NC=C5
94305F30D0EE84D7_F5288FCC59987CE1_6038_UN,COCCOCCOCCOCCCOC(CN[S](CCCC)(=O)=O)=O
97CE25B0B30BEDFA_ABB26BD55C0DF932_2201_DP,N1CCC4(CC1)C2=C6C5=C(N=C2C3=C(C=CC=C3)O4)N=CN=C5NC=C6
981BE1CF627F46D6_B1D5AD011727C2CB_6035_UN,O(CCOC1=CC=CC=C1)C2=CC=C(C=C2)OCC3=CC=CC=C3
A125C116ABD052F7_CDFE7BA91753AAB4_6038_UN,CN2CC1C(CCCC1C2)OC(=O)C3CC4CCCCC(C3)C4=O
A9E12C11F1F0E3CE_9DBC839C93123CF5_6031_UN,NC1=CC2=C(C=C1)C(=C[NH]2)C(=O)OCC3=NN=C[N]3C4=CC=C(C=C4)F
AC20735858B4430D_B9B6689FD1E24117_6038_UN,CC1=C(C(=C(C(=C1)[N](=O)=O)F)NC(C2=C(C)C(=CC=C2[N](=O)=O)F)=O)F
ACA58533170B4FC2_0285A1BA2DC18D27_6039_UN,COC(=O)C[C@H](C)OCC(=O)N1CCC(CC1)C(=O)N2CCCCCC2
AD7CA414B4A0E016_07E51BC5EA90AFA3_2201_UN,FC1(F)CCC5(CC2=C4C3=C(N=C12)N=CN=C3NC=C4)OCCO5
AF110AA79963A22F_18B8A0CAC692864D_6038_UN,N(C1CCN(CC1)C2=CC=NC=C2)C(=O)C3=NC=CC(=C3)[N]4C=CC=N4
B2F34D3C0D44664C_C4FAFA640D2E80E6_6039_UN,O(CCOCCOCCOCCN=[N]#N)CCO[P](OCC)(=O)OCC
B61E926421A049D2_81B9234D280D8B8C_6031_DP,N[C@@H](CCCC#C)C(=O)OCCOCCOCCO[Si](C(C)(C)C)(C)C
B6D8329E68F1A316_E371E1E49DB847D9_6038_UN,N(CCOCCOCCOCC#C)C(CCCOCCOCCOC)=O
B9DA079D80FB7FFC_7B0878D50D4B0B19_6031_UN,COCCOCCOCC(=O)OCCOCCOCCOCCN
BB6009C4E5181C36_D7A0254B73EFBFB1_6038_UN,COCCOCCOCCCCNC(COCCOCCOC)=O
BC1B1B06CA9B9A0F_68CA85B4B893BE43_6041_UN,C1(=NC=C(C=C1)C(=O)N2CCCC2)NC3=C(C4=C(C=C3)SC=N4)[N](=O)=O
BC1C3FDB41F5B97C_C206DB6D56BFCAA3_6041_DP,CN(C1CCNC1)C2=NC(=NC=N2)NC4COC3=C(C=C(C=C3F)F)C4
BE8CEE0F3FBB718A_D18630A3EA85D73E_6035_UN,O(CC12CCCN(CCC1)C2)C3=CC(=CC=C3)OC4=CC=NC=C4
BED6B3E26582FF4E_3CA9500E0C0FCCDA_6031_UN,O(C(=O)CCCOCC=C)CCOCCOCCO[Si](C(C)(C)C)(C)C
BFC33928487F2715_B2A6672ED690B286_6041_UN,OC(=O)CC1=C(C=C(C(=C1)F)NC2=C(C(OC)=O)C=C(C(=C2F)F)F)[N](=O)=O
C23BCEEC45E2CA72_BC20B77F4D621196_2201_DP,N1CCCCC1C2CCC3=C5C4=C(N=C23)C6=C(C=C4CC5)CCC6
C425ADB0D98C3721_559BFCFAE7C36720_6031_UN,COC(=O)C(C)(F)C(=O)OCCOCCOCCOCCN=[N]#N
C4A79D94C10BAF9A_FF5EEA0E7EC42C3E_7015_UN,CN1N=CC(=C(Cl)C1=O)N[S](C2=C(C=CC(=C2[N](=O)=O)C)[N](=O)=O)(=O)=O
CA5B95C19E8B2917_F5F2E529E32F6628_6038_DP,O(CCCC(=C)F)C(CCC(OCCOC(CCC(O)=O)=O)=O)=O
CB2E05679584617A_D55BE3837777EE79_2201_UN,C12=NC6=C5C(=C1CCC3=C2[NH]C4=C3C=CC=C4)CCC5=CC7=C6CCC7
CC295C54159CFA42_ACD19ECF5C849B37_2201_UN,C12=NC6=C5C(=C1[C@@H]3C[C@H]2CC34OCCO4)CCC5=CC7=C6CCC7
CDA00902ECEEE733_553BDDE1C39831F6_2201_DP,N1CCC4(C1)C2=C6C5=C(N=C2C3=C(C=CC=C3)O4)N=CN=C5NC=C6
D197C469A25568D3_259869317FFF395A_6004_DP,CN([C@H]1C[C@@H]2CC[C@H](C1)N2)C3=NC=C(N=C3)C5=CC4=C(C=N[N]4C)N=C5
D2990AF6FDBD4304_0460145DB22C7402_6031_UN,CC(C)CC(C)OCCC(=O)OCCCOCCOCCOCCOC
D6BB5E3C1B62DF2C_00A973DFB6C587C5_6038_UN,COCCOCCOCCOCCCOC(CN([S](N(C)C)(=O)=O)C)=O
D7D4C92F862DBE12_94F20ABCA95735EB_6038_UN,N(C1=C(C(=C(C=C1F)F)F)[N](=O)=O)C(C2=C(C)C(=CC=C2[N](=O)=O)F)=O
D88E7D4D6AB74A8F_89E477327C1F848C_6039_UN,O(C1=C(C=CC(=C1Cl)Br)[N](=O)=O)CC(NC2=C([N](=O)=O)C=C(C=C2)F)=O
DA492A2DAFF80F6F_16714E2485D871D4_2201_UN,C12=NC6=C5C(=C1CC4=C3C2=CC=CC3=CC=C4)C=CNC5=NC=N6
DEAF02ECDA4A9743_3B5C406A9CD668FF_6031_UN,CC(=C)CCC(=O)OCCN
E38E781B88DA075D_A311C52E8EDFB9A6_6031_UN,CCN2CCN(CC(=O)OCCN1CCCCCC1=O)C(=O)C2=O
E510B2DDB0EB5232_9D3F449A5AE28DB2_7009_UN,N([S](=O)(=O)C1=CC(=CC=C1)[N](=O)=O)C(C3=CN(C2=CC(=C(C=C2C3=O)F)N4CCN(C(C)=O)CC4)C5CC5)=O
E65EF2978B8E90B5_058E67873DB138D5_6038_UN,N(C1=C(C=CC=C1)[N]2N=CC=N2)C(=O)C3=CN=N[N]3C4=CC(=CC=C4)F
E6B294B61224044B_8248EAA694CF60D9_6038_UN,CC(C)(C)[Si](C)(C)OCCOCCOCCOC(COCCOCC)=O
E7DBA38B8C47254A_AD94231D4D22A7C8_6039_DP,NCCOCCOCCOCCOCCOCCO[Si](C(C)(C)C)(C)C
E7E98FF9CF3376E7_E0203A6D248E733D_6038_UN,CC(C)(C)N1CC(OC(CCCO[Si](C(C)(C)C)(C)C)=O)C1
E97521EF12B9E01A_C6718A0CFCEABCB3_6039_UN,CC(C)(C)CCCOCCCCCCCCCCCCCCCCCC
EBC3627D8DBE8DBA_06635C22EEB1D9E3_6038_UN,N(C1=C(C(=C(C=C1F)F)F)[N](=O)=O)C(C2=CC(=CC(=C2F)C)[N](=O)=O)=O
EF05D8DC70424BD2_C578F77110DF7B06_6038_UN,N(CC1=CN=C(C=C1)[N]2C=NC=N2)C(=O)C3=CC(=C(C(=C3)F)F)F
F023B60CBDCE251D_08395D6E4F285E64_2201_UN,C12=NC6=C5C(=C1C4(OC3=C2C=CC=C3)CNCCC4)C=CNC5=NC=N6
F14128CEDA670009_375DAB3690304399_2201_UN,C12=NC6=C5C(=C1CC4=C3C2=CC=CC3=CC=C4)CCC5=CC7=C6CCC7
F22829E6A531EC38_A492846B8758EBAD_6039_UN,O(C1=C(C=CC=C1)C2=CC=CC=C2)CC3=NC(=NO3)C4=NC=CC(=C4)C
F2C522232DFDA4B6_266DE74AE00522E6_6041_UN,FC1=CC=C(C=C1)C2=NN=C3C=CC(=N[N]23)NC4C5CCC(CC4)CO5
F5FB1852FA84470A_5D73BC353FBB60FF_2201_UN,C12=NC6=C5C(=C1CC4=C2C=C3OCCOC3=C4)C=CNC5=NC=N6
F6E051EAABE79BA3_DE635D78E872C397_6038_UN,O(C1=C(C(=NC=C1)Cl)F)C(=O)C2=N[N](C=C2)C3=CC(=C(C=C3)Cl)Cl
F8CEA63D9C9011D1_2E00DFC1880B816A_6041_UN,CC1=C(C=C(C=C1)C2=NN=C[N]2C)NC3=C(C=CC(=C3)[N]4N=NN=C4)F
FA7C3D7183370F49_454E3DCEBD59D871_6038_UN,COC(=O)CSSCCOC(=O)CN1C(=O)N(CC=C)C(=O)C1=O
FAF202AF8656F7DC_BA3B7281C2AB7609_6038_UN,CC(C)COCC(C)OC(COC1=C(OC)C=C(C=C1)C(=O)C)=O
FAFD26AE52E4A1BC_2DD356607DA57C22_6038_UN,COC(=O)C(OC(=O)[C@@H]2OC[C@@H]1CCCN1C2)C3=CC(=CC=C3)F
00A8ECB3E57EA812_0876439A50023116_7022_UN,C1(=C(C=CC=C1)CC2=CC=CC=C2)OCCOCC3=CC=CC=C3
04CB8913996A06C5_BEB869C60990068B_6035_UN,NC1(CCCCC1)C(OC2=C(B(O)O)C=CC=C2)C3=CC=CC=C3
04D86DFAA7F97DFB_A8C7AD45A1575B08_6034_UN,NCC2=C1C=CN(C1=CC=C2)CCCN3CCCC4=C3C=CC=C4
08997023CD19519B_41310E5C72804D0C_6035_UN,O(C(CC1=CC=CC=C1)C2=CN=CC=C2)C3=CC=C(B(O)O)C=C3
0A5627B582A3CC43_48963BCEF4162A61_2201_UN,C23=NC1=C(C=NC=C1)C(=C2CCCC3C4=CCCCC4)C(F)(F)F
0AE712838DB9249E_670510D34E73B99C_6034_UN,C1=CC(=CN1CCCN2CCCC3=C2C=CC=C3)C4=NC=CC=C4
16E05FFCF111AE62_B8C101E617F4E10E_7015_UN,C2C[N]1C=CC=C1CN(C2)[S](=O)(=O)C3=CC4=C(C=C3)N=C([NH]4)C5=CC=CC=C5
1790AAE6A424017B_4C7CF491B46A9732_6034_UN,C3=NC1=C(C2=C(C=C1)N=CC=C2)N3CC45CCC(CN)(CC4)OC5
18A56F50C262B6C5_F90B7EC4601E5728_6027_UN,FC(F)(F)[S](=O)(=O)N([S](=O)(=O)C(F)(F)F)[S](=O)(=O)CCCSC#N
1A94CDACC43BD2A4_162B81EC0612EB3E_2238_UN,N3CC1COC2=C1C(=CC=C2)C35C4=C(C=C(B(O)O)C=C4)NC5=O
211792CE1B4C1A6F_09E6D2F0FBD38BA2_6039_UN,CCO[P](=O)(CCOCCC[Si](OCC)(OCC)OCC)OCC
25731D47DDF71062_039DF391262F9139_6036_UN,C2(CCC1CNCCC1C2)N3CCCCCCCNCC[S]3(=O)=O
25731D47DDF71062_F506EF2F86263A39_6036_DP,N2CCC1CC(CCC1C2)N3CCCCCCCNCC[S]3(=O)=O
26669A6F8ABF1553_18CA9A29136DE6BC_6039_UN,O(CC12CCCN(CCC1)C2)CCCC4=C3C=CC=CC3=CC=C4
2673C4E27FF3A5AC_6B21CC7706A3BC9C_7019_UN,C(C(=O)N(CC1=CC=CS1)C2CC2)=C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O
27AEB2E0AD1F8CB5_796801333304B127_6031_UN,COCCOCCOCCC(CCN)C(=O)OCCN
2892C8CF56A9F2C4_4CC34BD55B5D5C3D_6041_DP,OB(O)C1=CC=C(C=C1)OC2=CC=C(C=C2)NCC3C4CNCC34
2925BBE27232BF0A_A69231892F3A3B80_6041_UN,C1(=CC2=C(C=C1)OCCC2)NCCCN4CCC3=C(C=CC=C3)C4
29B3A7CBC0910053_D4BD62C0681F88E1_6041_DP,OB(O)C1=CC=C(C=C1)OC2=CC=C(C=C2)NCC3CNC4CC34
2C12888226840170_C06DB38BF1FCA38D_6041_UN,C1(=CC=C(C=C1)C2=CC=CC=C2)NCCCCCCC3=CC=CC=C3
2EFFDB7DA1E78EDF_37DE8D4513741D4C_6038_UN,CCOC(=O)C1=C(C=CC(=C1)F)NC(CCCCC(C)C(=O)C)=O
32546015BF15BF8E_D43C405D95652A06_6031_UN,CCN(CC)C(=O)CCC(=O)OCCCOCCOCCOCCOC
38EE5F65EB3AF0FE_A175B03EA7D7B621_6031_UN,COC1(CC(=O)OCCOCCNCCN(CC)CC)CCCC1
38FBD0CEE200DD56_4C79FDF19565B132_6035_UN,O(CCN1CCCC2=C1C=CC=C2)C3=CC=CC4=CC=CC(=C34)N
39C3F5D9C277C226_53998A8F65223A05_2201_UN,CCN2CCC1=C(C4=C(N=C1C3=C2C=CC=C3)C=CC=C4)C5=CC=CC=C5
3B75AFB9896D0BC1_545FE4D64AE65564_6039_UN,O(C(C1=CC=CC=C1)C2=NC=CC=C2)CC3=CC=C(B(O)O)C=C3
3E12B18048DE583A_196D6C53E21F9C33_6041_UN,C2(=CC=NC3=C1N=CC=CC1=CC=C23)NC4=C(C=CN=C4)B(O)O
3E4D6C715B8597EB_8B3749D7B8AF4960_6039_UN,O(C(C1=C[NH]N=C1)C2=CC=CC=C2)CC4CN3CC(CCC3=O)O4
3E688D2FAE9699A2_E1E6B6927123FB64_2201_DP,N1CC4(C1)C2=C6C5=C(N=C2C3=C(C=CC=C3)O4)N=CN=C5NC=C6
419308F2F1CE5C60_3EAB3AC5F4EB021B_6039_UN,O(C3CCC4C1CC(C2OC12)C34)CCC5=CC=C(C(F)(F)F)C=C5
482F52808082938F_119D09EBB3BCF5B8_6035_UN,O(CCCN1CCCC2=C1C=CC=C2)C3=CC4=C(C=C3)C=CN=C4
4E63A7111DC3BAA6_D73DDA22344AB0FC_6038_UN,N(CC1(CCCC1)C2=CC=CC=C2)C(=O)CC#CC3=CC=CC=C3
4F507850FC039475_B474BFF83AA63C9C_6034_UN,C1=CN(C=C1)CC2(CCCN2CC3=CC=CC=C3)C4=CC=CC=C4
55E7ADC074ADF013_BD4382270334365C_6038_UN,CC(OC(=O)[C@@H]1CC[C@@H](O1)C(=O)N2CCOCC2)C3CCOCC3
5605CF158D544E8D_CE9A1FEA0746C98C_6035_UN,NC(CCOC2=CC1=C(C=C(B(O)O)C=C1)C=C2)C3CCCCC3
5738DC35D2FAC416_D6035D817AE26896_6036_UN,C1(CC2(OCC1)CCNCC2)N3CCCCCCNCC[S]3(=O)=O
5B36BACD28D27042_DC6608338BB419E8_6039_UN,COCCOCCOCCOCCC[Si](OCC)(OCC)OCC
63B42B8917EEC7D6_7AC27A64CA4A8CAA_6041_UN,C2(=C1SC3=C(C1=NC=N2)SC=N3)NC5C4C6CC7C4CC8C5C6C78
64B8996CD300839F_C3A3FC64BDA8269E_6041_UN,C1(=CC(=CC=C1)C2=CC=CC=C2)NCCCCCC3=CC=CC=C3
65AE1C730275F50B_C17E44A944B68634_2201_UN,C12=NC5=C4C(=C1CCCC2C3CCCCO3)CCC4=CC6=C5CCC6
6603EC39201F6892_2F6D3B1388BC40BE_6041_UN,OB(O)C2=C1C=CC=CC1=C(C=C2)NC(C3CC3)C4CCCCO4
66E8F8D17CB31756_C4A1B823C3629752_6003_DP,N3CCC(OC1=CC=C(C2=C1C=CN=C2)C#N)C(C3)C4CCOC4
68D01CB0A13B408C_D834D4B6272F5AEE_6041_UN,C1(=CN=C(S1)C2CCCCC2)NCC3C4C5=C(CCC34)C=CC=C5
696B3D0B90B42DB7_D209B850A03FF8E8_6039_UN,COC(=O)CC(OCCN1CC(C)CC(C1)C)(CC(=O)OC)C(=O)OC
6A2D419A56F1843D_9B397A3A3A58B993_6041_UN,C1(=CC2=C(C=C1)C=NC=C2)NCCCCCCCC3=CC=CC=C3
6E9F57BB05A3A910_3263F5F98E43293E_6034_UN,NCCC2=C1C=CN(C1=CC=C2)CCN3CCCC4=C3C=CC=C4
718E3A8E6D9FDE9E_477B379CE4D377F3_6038_DP,CC(NC([C@@H]1[C@H](CNC1)C2CCOCC2)=O)C(C)C3CCCCC3
77E861630D70901D_657A89BD5743EF1B_6038_UN,CC(C)N(CCCNC(C1=C(NC(C)=O)SC(=C1C)C)=O)C(C)C
7A6FD66DA7195A69_C342E8E2AD478C5A_6035_UN,O(C(CC1=CC=CC=C1)C2CCCCC2)C3=C(B(O)O)C=CC=C3
7F19705CEA3A6E1A_D1AF22111B793867_6041_UN,CCCC1=CC(=CC=C1)NCCSCC3=C2C=CC=CC2=CC=C3
806CE66CEE85ED34_FB1D682C917B2996_6035_UN,O(C1CCOCC1C2CCCN2)C4=CC3=C(C=CC(=C3)B(O)O)C=C4
8C09ED8CBE47FF87_F6A39715AE236EB3_6003_UN,CCNC(=O)NC(=O)C(C)OC1=CC(=C(C=C1OC)C(=O)C)OC
8C857AC73B68C39E_E54A8EAB43718EC4_6031_UN,O(C(=O)C1CC2(CO1)CCOCC2)CC(CN)CC3CCOCC3
8D7AF3DC8A9FF49F_F634948134EBCA34_6039_UN,O(CC12CCN(CC1)C2)CC5=C3C=CC=CC3=C4C=CC=CC4=N5
8DE9E256C919B2F6_F680C3FB3FADCEA5_6041_DP,C1(=CC(=CC=C1)CC2=CC=CC=C2)NCC4C3CCCCC3NC4
8FAA75532F5C13A3_972F70F1D5ADB13B_6035_UN,O(C(CC1=CC=CC=C1)C2=CC=CC=C2)C3=CC=C(B(O)O)C=C3
8FE719B12CE4875D_0A4D726E07AE1D55_6038_UN,COCCCOC(CC(N(CCCCCC)CCCCCC)=O)=O
90647EAFA2E3181A_95130AF5F925B150_6031_UN,CC(=O)OC(C)(C)C(=O)OCCOCCOCCOCCN=[N]#N
94E586FE13A57AFE_C7C6A3D7613E0773_2201_UN,C13=NC5=C4C(=C1C2(CCOCC2)OC=C3)CCC4=CC6=C5CCC6
957E79968F4B25CF_5A8272ADE15430CD_6039_UN,CC(C)OC(=O)[C@@H](C)OCC3CCC1(CCC2(CC1)OCCO2)O3
